,Firm,Year,Country,Sector,Revenue,Total Passages,Passages after Filter 1,Passages after Filter 2,Passages after Classification into SDGs,Result
381,NTPC Limited,2016,India,Energy,45.66,3321,4,2,2,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 2, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
382,Axis Bank,2022,India,Financials,42.72,3146,13,11,11,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 9, '9': 9, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 2, '17': 1}"
383,Axis Bank,2023,India,Financials,42.72,3635,38,33,33,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 1, '8': 28, '9': 27, '10': 0, '11': 1, '12': 1, '13': 0, '14': 0, '15': 0, '16': 5, '17': 0}"
384,Axis Bank,2017,India,Financials,42.72,2477,10,9,9,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 8, '9': 7, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
385,Axis Bank,2021,India,Financials,42.72,2649,21,20,19,"{'0': 0, '1': 1, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 16, '9': 14, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
386,Axis Bank,2020,India,Financials,42.72,2825,14,14,14,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 13, '9': 10, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
387,Axis Bank,2018,India,Financials,42.72,2385,10,10,10,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 7, '9': 8, '10': 0, '11': 3, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
388,Bharti Airtel,2022,India,Communication Services,107.39,3119,17,17,16,"{'0': 0, '1': 0, '2': 0, '3': 2, '4': 0, '5': 0, '6': 0, '7': 3, '8': 2, '9': 14, '10': 0, '11': 1, '12': 0, '13': 2, '14': 0, '15': 0, '16': 1, '17': 1}"
389,Bharti Airtel,2023,India,Communication Services,107.39,3297,21,14,14,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 3, '8': 3, '9': 11, '10': 0, '11': 0, '12': 1, '13': 3, '14': 0, '15': 0, '16': 0, '17': 0}"
390,Bharti Airtel,2017,India,Communication Services,107.39,2430,5,5,5,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 5, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
391,Bharti Airtel,2019,India,Communication Services,107.39,3141,19,13,13,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 2, '5': 0, '6': 0, '7': 0, '8': 4, '9': 10, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 1, '16': 1, '17': 0}"
392,Bharti Airtel,2021,India,Communication Services,107.39,3208,16,16,16,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 3, '8': 3, '9': 13, '10': 0, '11': 0, '12': 1, '13': 1, '14': 0, '15': 0, '16': 0, '17': 0}"
393,Bharti Airtel,2020,India,Communication Services,107.39,3022,19,15,15,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 3, '5': 0, '6': 0, '7': 0, '8': 7, '9': 14, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
394,Bharti Airtel,2018,India,Communication Services,107.39,2593,8,5,5,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 5, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 1}"
395,Bharti Airtel,2016,India,Communication Services,107.39,2466,2,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 1, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
396,Kotak Mahindra Bank,2022,India,Financials,41.8,3586,30,15,13,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 3, '5': 1, '6': 0, '7': 2, '8': 8, '9': 6, '10': 0, '11': 0, '12': 0, '13': 1, '14': 0, '15': 0, '16': 1, '17': 0}"
397,Kotak Mahindra Bank,2023,India,Financials,41.8,3613,33,23,20,"{'0': 0, '1': 1, '2': 0, '3': 0, '4': 6, '5': 0, '6': 0, '7': 2, '8': 12, '9': 13, '10': 0, '11': 0, '12': 1, '13': 1, '14': 0, '15': 0, '16': 2, '17': 1}"
398,Kotak Mahindra Bank,2017,India,Financials,41.8,1931,12,7,7,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 6, '9': 7, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 1}"
399,Kotak Mahindra Bank,2019,India,Financials,41.8,2466,14,8,8,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 1, '5': 0, '6': 0, '7': 0, '8': 6, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
400,Kotak Mahindra Bank,2021,India,Financials,41.8,3502,27,18,18,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 5, '5': 1, '6': 0, '7': 0, '8': 10, '9': 13, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 1, '16': 4, '17': 1}"
401,Kotak Mahindra Bank,2020,India,Financials,41.8,3215,11,6,6,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 5, '9': 5, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
402,Kotak Mahindra Bank,2018,India,Financials,41.8,2277,16,6,5,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 4, '9': 5, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
403,Adani Enterprises,2022,India,Materials,43.12,3598,6,5,5,"{'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 5, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
404,Adani Enterprises,2023,India,Materials,43.12,4798,20,13,13,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 1, '8': 5, '9': 8, '10': 0, '11': 1, '12': 0, '13': 1, '14': 0, '15': 0, '16': 5, '17': 0}"
405,Adani Enterprises,2019,India,Materials,43.12,2386,5,3,3,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 2, '5': 0, '6': 1, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
406,Adani Enterprises,2021,India,Materials,43.12,3262,2,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
407,Adani Enterprises,2020,India,Materials,43.12,2623,3,2,2,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 2, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
408,ITC,2022,India,Consumer Staples,73.68,3084,17,17,17,"{'0': 0, '1': 0, '2': 3, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 8, '9': 15, '10': 0, '11': 0, '12': 7, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
409,ITC,2023,India,Consumer Staples,73.68,3327,28,27,24,"{'0': 0, '1': 0, '2': 5, '3': 2, '4': 1, '5': 0, '6': 0, '7': 2, '8': 11, '9': 15, '10': 1, '11': 0, '12': 7, '13': 2, '14': 0, '15': 0, '16': 0, '17': 0}"
410,ITC,2015,India,Consumer Staples,73.68,1922,1,0,0,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
411,ITC,2017,India,Consumer Staples,73.68,2377,3,3,3,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 3, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
412,ITC,2019,India,Consumer Staples,73.68,2738,7,7,7,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 7, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
413,ITC,2021,India,Consumer Staples,73.68,3038,21,20,19,"{'0': 0, '1': 0, '2': 5, '3': 0, '4': 1, '5': 0, '6': 0, '7': 1, '8': 8, '9': 14, '10': 0, '11': 0, '12': 2, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
414,ITC,2020,India,Consumer Staples,73.68,2909,14,14,14,"{'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 6, '9': 13, '10': 0, '11': 0, '12': 7, '13': 0, '14': 0, '15': 0, '16': 0, '17': 1}"
415,ITC,2018,India,Consumer Staples,73.68,2502,1,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
416,ITC,2016,India,Consumer Staples,73.68,2435,4,0,0,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
417,Tata Motors,2022,India,Industries,50.61,4326,98,13,13,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 3, '8': 3, '9': 13, '10': 0, '11': 6, '12': 2, '13': 1, '14': 0, '15': 0, '16': 0, '17': 1}"
418,Tata Motors,2023,India,Industries,50.61,1309,7,7,6,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 6, '10': 0, '11': 1, '12': 2, '13': 0, '14': 0, '15': 0, '16': 0, '17': 1}"
419,Tata Motors,2015,India,Industries,50.61,2696,23,0,0,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
420,Tata Motors,2019,India,Industries,50.61,3581,50,3,3,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 3, '10': 0, '11': 1, '12': 0, '13': 1, '14': 0, '15': 0, '16': 0, '17': 0}"
421,Tata Motors,2021,India,Industries,50.61,4204,66,12,12,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 12, '10': 0, '11': 5, '12': 2, '13': 1, '14': 0, '15': 0, '16': 0, '17': 1}"
422,Tata Motors,2020,India,Industries,50.61,3802,50,3,3,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
423,Tata Motors,2016,India,Industries,50.61,3128,18,0,0,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
424,UltraTech Cement,2022,India,Industries,39.27,2621,17,8,8,"{'0': 0, '1': 0, '2': 0, '3': 2, '4': 1, '5': 0, '6': 1, '7': 0, '8': 1, '9': 6, '10': 0, '11': 0, '12': 2, '13': 2, '14': 0, '15': 0, '16': 1, '17': 0}"
425,UltraTech Cement,2023,India,Industries,39.27,2812,8,8,8,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 4, '9': 6, '10': 0, '11': 0, '12': 4, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
426,UltraTech Cement,2021,India,Industries,39.27,2342,9,7,7,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 4, '9': 6, '10': 0, '11': 0, '12': 2, '13': 1, '14': 0, '15': 0, '16': 0, '17': 0}"
427,UltraTech Cement,2020,India,Industries,39.27,2141,7,5,5,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 1, '8': 1, '9': 5, '10': 0, '11': 1, '12': 3, '13': 1, '14': 0, '15': 0, '16': 0, '17': 0}"
428,UltraTech Cement,2018,India,Industries,39.27,1919,3,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
429,Maruti Suzuki India,2022,India,Industries,45.66,2512,11,6,4,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 2, '5': 0, '6': 0, '7': 0, '8': 1, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
430,Maruti Suzuki India,2023,India,Industries,45.66,2845,16,14,13,"{'0': 0, '1': 0, '2': 0, '3': 6, '4': 2, '5': 0, '6': 0, '7': 0, '8': 4, '9': 5, '10': 0, '11': 1, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
431,Maruti Suzuki India,2017,India,Industries,45.66,1774,1,0,0,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
432,Maruti Suzuki India,2019,India,Industries,45.66,2142,6,6,6,"{'0': 0, '1': 0, '2': 0, '3': 2, '4': 1, '5': 0, '6': 0, '7': 0, '8': 2, '9': 4, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
433,Maruti Suzuki India,2021,India,Industries,45.66,2178,9,8,8,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 6, '10': 0, '11': 1, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
434,Maruti Suzuki India,2020,India,Industries,45.66,2092,7,6,6,"{'0': 0, '1': 0, '2': 0, '3': 2, '4': 1, '5': 0, '6': 0, '7': 0, '8': 3, '9': 4, '10': 0, '11': 2, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
435,Maruti Suzuki India,2018,India,Industries,45.66,1855,1,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
436,Oil&Natural Gas,2022,India,Energy,46.31,4514,11,2,2,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 2, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
437,Oil&Natural Gas,2023,India,Energy,46.31,4712,28,12,11,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 9, '10': 0, '11': 0, '12': 0, '13': 1, '14': 0, '15': 1, '16': 0, '17': 0}"
438,Oil&Natural Gas,2021,India,Energy,46.31,4296,12,5,5,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 2, '8': 0, '9': 5, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
439,Oil&Natural Gas,2018,India,Energy,46.31,3394,7,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
440,HDFC Bank,2022,India,Financials,152.34,3226,28,27,27,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 15, '9': 23, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 7, '17': 0}"
441,HDFC Bank,2023,India,Financials,152.34,3915,43,42,42,"{'0': 0, '1': 0, '2': 1, '3': 2, '4': 2, '5': 1, '6': 0, '7': 0, '8': 25, '9': 27, '10': 1, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 15, '17': 0}"
442,HDFC Bank,2015,India,Financials,152.34,1522,1,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
443,HDFC Bank,2017,India,Financials,152.34,1768,3,3,3,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
444,HDFC Bank,2019,India,Financials,152.34,2216,13,12,11,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 11, '9': 10, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
445,HDFC Bank,2021,India,Financials,152.34,3058,19,15,15,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 1, '5': 0, '6': 0, '7': 0, '8': 11, '9': 12, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
446,HDFC Bank,2020,India,Financials,152.34,2646,16,14,14,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 11, '9': 14, '10': 0, '11': 0, '12': 0, '13': 1, '14': 0, '15': 0, '16': 0, '17': 0}"
447,HDFC Bank,2018,India,Financials,152.34,1984,9,9,8,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 6, '9': 7, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
448,HDFC Bank,2016,India,Financials,152.34,1574,2,2,2,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 2, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
449,Larsen & Toubro,2014,India,Industries,58.58,2500,1,0,0,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
450,Larsen & Toubro,2022,India,Industries,58.58,4958,42,37,34,"{'0': 0, '1': 0, '2': 0, '3': 5, '4': 1, '5': 0, '6': 1, '7': 3, '8': 15, '9': 26, '10': 0, '11': 5, '12': 2, '13': 0, '14': 0, '15': 0, '16': 7, '17': 0}"
451,Larsen & Toubro,2023,India,Industries,58.58,4610,50,44,41,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 5, '5': 0, '6': 2, '7': 2, '8': 15, '9': 34, '10': 0, '11': 1, '12': 5, '13': 2, '14': 0, '15': 0, '16': 2, '17': 0}"
452,Larsen & Toubro,2015,India,Industries,58.58,2755,4,0,0,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
453,Larsen & Toubro,2017,India,Industries,58.58,3256,7,7,7,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 2, '9': 7, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
454,Larsen & Toubro,2019,India,Industries,58.58,4096,37,35,35,"{'0': 0, '1': 0, '2': 1, '3': 2, '4': 4, '5': 0, '6': 1, '7': 1, '8': 14, '9': 27, '10': 0, '11': 8, '12': 4, '13': 0, '14': 0, '15': 0, '16': 3, '17': 1}"
455,Larsen & Toubro,2021,India,Industries,58.58,4389,30,23,22,"{'0': 0, '1': 0, '2': 0, '3': 5, '4': 4, '5': 0, '6': 1, '7': 0, '8': 6, '9': 15, '10': 0, '11': 5, '12': 1, '13': 1, '14': 0, '15': 0, '16': 0, '17': 0}"
456,Larsen & Toubro,2020,India,Industries,58.58,3966,43,35,34,"{'0': 0, '1': 0, '2': 0, '3': 7, '4': 2, '5': 0, '6': 1, '7': 1, '8': 8, '9': 25, '10': 0, '11': 6, '12': 4, '13': 0, '14': 0, '15': 0, '16': 2, '17': 1}"
457,Larsen & Toubro,2018,India,Industries,58.58,3847,23,18,17,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 2, '5': 0, '6': 0, '7': 1, '8': 6, '9': 15, '10': 0, '11': 3, '12': 1, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
458,Larsen & Toubro,2016,India,Industries,58.58,3358,6,1,0,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
